Feature1,Feature2,Feature3,Target
0.4967141530112327,0.10867406849743233,0.8523550950632828,1
-0.13826430117118466,3.3767929205821643,2.818833280940261,1
0.6476885381006925,5.18323429551895,-3.7971351476382824,1
1.5230298564080254,3.54869789082672,0.12593847338114172,1
-0.23415337472333597,-0.27905494893102034,-2.301285138243654,1
-0.23413695694918055,1.273648890700623,-1.974250767529392,1
1.5792128155073915,3.900366723779934,-2.1847878484777383,1
0.7674347291529088,0.938495801571829,-2.7279815393596323,0
-0.4694743859349521,2.6657291422193428,-0.902956744110346,1
0.5425600435859647,3.1619510801440054,-2.6619002328220756,1
-0.46341769281246226,0.6096042926328755,-0.45908634844032237,1
-0.46572975357025687,1.9107119659073,-1.100476218898274,1
0.24196227156603412,-2.861901010103609,-1.4778960937328196,0
-1.913280244657798,0.46341853799856514,-2.8151273240831958,1
-1.7249178325130328,1.6211477729102595,-2.1535426611366653,1
-0.5622875292409727,0.12832522705272575,0.510782451651512,1
-1.0128311203344238,4.448616955897453,0.0018343752487615106,1
0.3142473325952739,-0.14521206694094912,-2.955110489597102,0
-0.9080240755212109,1.3399332699545243,-0.8013353891415482,1
-1.4123037013352915,2.196110865929137,0.5027742467435781,1
1.465648768921554,4.161909933599173,-4.3388105622427435,1
-0.22577630048653566,-0.1537932267691593,0.0867203847598701,0
0.06752820468792384,3.7447456282324394,-2.325247517891693,1
-1.4247481862134568,2.0153495915293806,0.14119733718631866,1
-0.5443827245251827,0.5277370234280736,-2.5265183130850337,1
0.11092258970986608,2.693155211394906,-4.609764201329038,1
-1.1509935774223028,2.298589543360205,-4.255084875766325,1
0.37569801834567196,1.099674684261808,-0.9038301066772361,1
-0.600638689918805,2.1047031274850285,-0.48055499655703626,1
-0.2916937497932768,1.4220296047073597,-2.808633250208817,1
-0.6017066122293969,2.170276017876872,0.27718491755474783,1
1.8522781845089378,2.99319601178157,-4.32304012453792,1
-0.013497224737933921,4.379025224218028,-1.1321595972946332,1
-1.0577109289559004,0.14327675175972643,-3.4220323995249133,1
0.822544912103189,5.1995500619844,-2.303672215604318,1
-1.2208436499710222,-0.9281316992837527,-0.905202657367172,0
0.2088635950047554,1.7723223574466251,-2.7208267305679046,1
-1.9596701238797756,2.8824758097268646,-1.7691110884596508,1
-1.3281860488984305,2.4214878016025487,1.012585618428881,0
0.19686123586912352,1.0659507202691092,-2.1537837390462977,1
0.7384665799954104,1.6878166244640873,0.6713842241302836,0
0.1713682811899705,1.260498598011751,-3.259413709315236,1
-0.11564828238824053,1.1159528645836827,0.05960835583056556,0
-0.3011036955892888,3.274403145531537,1.8831372413158007,0
-1.4785219903674274,2.535523228947571,-5.943289000254579,1
-0.7198442083947086,0.9606356071090187,-2.593790510940954,1
-0.4606387709597875,3.3493998131498763,0.15414425436108004,1
1.0571222262189157,2.460949281314914,-1.4060907720859854,0
0.3436182895684614,3.2192931782584404,-0.25770825325738234,0
-1.763040155362734,2.9444432628854185,-2.207970373431641,1
0.324083969394795,0.7565074836168915,-0.8268204250542002,0
-0.38508228041631654,1.1597284397045455,-1.311354470784159,0
-0.6769220003059587,3.120940407684893,1.3355641233196147,1
0.6116762888408679,2.915555398150197,-0.49115831339757376,1
1.030999522495951,1.968647609053778,-0.32479467584959565,0
0.9312801191161986,2.175991074963173,-1.8237539322449348,1
-0.8392175232226385,3.9164973436826376,-1.975212448144987,1
-0.3092123758512146,1.112642916746255,-1.865116375639242,1
0.33126343140356396,2.820646071755057,-0.2110957152434063,0
0.9755451271223592,1.696711021349159,-1.841968961640526,0
-0.47917423784528995,1.6734781951591695,-0.4204502862071742,0
-0.18565897666381712,3.648165277980785,3.1508015972908776,1
-1.1063349740060282,3.238124523482045,0.7422494068633847,0
-1.1962066240806708,3.220264454000958,-1.6520470643356822,0
0.812525822394198,3.9582182107314936,1.4024278443278897,1
1.356240028570823,2.0315057624491386,-1.8161507460431028,1
-0.07201012158033385,3.022929456942446,-5.076249070355708,1
1.0035328978920242,1.5345998651098158,-3.016172621834808,1
0.36163602504763415,2.486249528732663,-4.741583842051711,1
-0.6451197546051243,1.804785418448473,-1.7030269680826173,1
0.36139560550841393,2.1454939474890775,-0.9631632416208966,1
1.5380365664659692,2.8927355381553705,2.3528746245505654,1
-0.03582603910995154,0.7726689751497913,-0.3461452524716747,1
1.5646436558140062,5.13858091352819,-1.4382010576177284,1
-2.6197451040897444,0.490973927750447,0.6588111623669783,0
0.8219025043752238,0.17871708081840176,-5.42227061801577,1
0.08704706823817122,3.737166310250102,-0.5287708837828682,1
-0.29900735046586746,3.187494040944404,0.5417303877739337,1
0.0917607765355023,2.9361797255782327,-3.957172491559683,1
-1.9875689146008928,2.94251826389642,1.2875080864138582,1
-0.21967188783751193,1.981629840729628,-0.32300718501117176,0
0.3571125715117464,0.6541184427712528,-1.8305758278016024,1
1.477894044741516,2.1137068372905894,0.2655637322125697,1
-0.5182702182736474,0.9842574327318325,3.541385715608792,0
-0.8084936028931876,3.4626796001266267,-0.6362674898830096,0
-0.5017570435845365,1.779413927746792,-0.5035588273993279,1
0.9154021177020741,0.7617542048112327,-1.9187217990804881,0
0.32875110965968446,1.5179212375205098,-2.6996887389295834,1
-0.5297602037670388,2.6193971814134365,0.6606716330884912,0
0.5132674331133561,1.154413170794038,-2.7121676518177344,0
0.09707754934804039,0.7666694066503528,-0.856867525561215,0
0.9686449905328892,2.3655308172378686,-1.9553148935302334,1
-0.7020530938773524,2.367449856663084,-0.042040348507216274,0
-0.3276621465977682,1.2395852369433054,-0.33267578942610343,1
-0.39210815313215763,1.293442541572516,1.0750798885157984,1
-1.4635149481321186,2.3480749060364543,-2.020032797709494,1
0.29612027706457605,-0.17212651224598607,-1.5397498705867425,0
0.26105527217988933,-0.11119566156483263,-2.957527431564615,0
0.00511345664246089,0.9223336681213459,-1.8885865201522232,0
-0.23458713337514692,1.679829272432229,-0.24539901391029562,1
-1.4153707420504142,2.466361348397007,0.5139772332907038,1
-0.42064532276535904,4.213034325424328,-2.8443306483552506,1
-0.3427145165267695,3.286489434803029,0.7392118402113204,1
-0.8022772692216189,1.7600922050548593,1.7112757176099018,1
-0.16128571166600914,1.9714756881459667,-0.1731301935525983,1
0.4040508568145384,0.49620595304328674,2.753591625116132,0
1.8861859012105302,1.972230296011415,-2.547578398207146,1
0.17457781283183896,1.5670120416197926,-3.489309406622834,1
0.25755039072276437,2.484077840507134,-4.557440497808557,1
-0.07444591576616721,0.7591535846715156,1.992088622978366,1
-1.9187712152990415,2.7790197713617584,0.3087313127081155,0
-0.026513875449216878,4.299108369503866,-1.11116934182091,1
0.06023020994102644,1.8368597773147135,-0.44006274736035944,1
2.463242112485286,2.6025675831484123,-3.250978094596753,1
-0.19236096478112252,3.035215987566669,3.8915039592336527,1
0.30154734233361247,1.3981692921712456,-0.741557636049545,0
-0.03471176970524331,2.336138722715625,-0.7812104107902142,1
-1.168678037619532,2.018888601172692,0.4515332477973839,1
1.1428228145150205,2.1465141478232477,-0.037981536526573545,1
0.7519330326867741,0.8404853242168002,-0.5522319514417373,0
0.7910319470430469,2.036765261388414,-2.5809489108906236,0
-0.9093874547947389,2.746997436868175,-0.05706328572800856,1
1.4027943109360992,4.176715411692562,2.7640489929500673,1
-1.4018510627922809,3.4389062391278102,1.6908400923099554,1
0.5868570938002703,5.229773686267334,2.186373253278794,0
2.1904556258099785,0.8489786556679257,-2.0224313528623705,1
-0.9905363251306883,3.3084809550810172,-2.979209640517162,0
-0.5662977296027719,2.2750130086075275,-1.2515738401992964,1
0.09965136508764122,5.284704399826508,-0.8885501754226108,1
-0.5034756541161992,0.7875525719672729,1.188383036941897,1
-1.5506634310661327,0.740417236728836,-4.384929259429638,1
0.06856297480602733,1.1009110318339668,2.0591006389212274,1
-1.0623037137261049,-1.1858435864647103,-1.316015797157979,0
0.4735924306351816,1.2113674674788584,-1.85376213989484,1
-0.9194242342338032,0.8613010076694532,-3.024208750520335,0
1.5499344050175394,2.2255906797143115,-4.309713343731539,1
-0.7832532923362371,2.5126339636657393,0.6463411679238291,1
-0.3220615162056756,4.814256258823829,-0.8533640656231922,0
0.8135172173696698,3.4256357572790757,-3.5799217994821078,1
-1.2308643164339552,1.1346445165063954,-3.590157544127232,0
0.22745993460412942,0.6523779929774631,-1.6715693985802564,0
1.307142754282428,2.7378787572597587,2.338043050578786,1
-1.6074832345612275,0.01965018946903685,-1.5191827027272096,0
0.1846338585323042,4.747188148781531,-4.006285906236212,1
0.25988279424842353,3.7691601810819306,-1.4914861281718887,1
0.7818228717773104,1.2962365218429428,-1.5454471394953408,1
-1.236950710878082,-0.569701793636316,-6.393773285883143,0
-1.3204566130842763,4.0308085612481195,-1.1085897330356245,1
0.5219415656168976,1.8281902321210732,-1.4618690604173559,1
0.29698467323318606,3.8567244679601926,0.3924127296268367,1
0.25049285034587654,-0.39164148819155065,2.6979121898906904,0
0.3464482094969757,1.1009374655693407,1.2531300590955148,1
-0.6800247215784908,2.0078655495772746,-1.5377773811096611,1
0.23225369716100355,2.070470890647113,-3.2130518174833407,0
0.29307247329868125,1.3249017927811346,4.146719606499721,1
-0.7143514180263678,2.934274898521248,-0.8815631319710235,1
1.8657745111447566,0.3985693559261083,-0.9721414161741075,0
